neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Brooklyn,40.71962,-73.9605,Entire home/apt,3,357
Brooklyn,40.6853,-73.96692,Entire home/apt,7,29
Queens,40.68819,-73.86079,Private room,4,266
Queens,40.70728,-73.90572,Private room,4,51
Manhattan,40.78835,-73.9681,Entire home/apt,30,365
Brooklyn,40.70612,-73.9264,Private room,3,156
Manhattan,40.73011,-74.00401,Entire home/apt,30,179
Manhattan,40.79952,-73.93764,Entire home/apt,3,7
Brooklyn,40.65993,-73.95725,Entire home/apt,1,37
Queens,40.73193,-73.74481,Shared room,2,365
Manhattan,40.76506,-73.98236,Entire home/apt,30,352
Brooklyn,40.68309,-73.98529,Entire home/apt,3,63
Brooklyn,40.6774,-73.94888,Private room,3,67
Manhattan,40.75732,-73.98142,Entire home/apt,3,89
Manhattan,40.82039,-73.94147,Private room,1,365
Brooklyn,40.71399,-73.9454,Entire home/apt,6,71
Manhattan,40.74864,-73.971,Entire home/apt,1,364
Manhattan,40.75606,-73.97004,Entire home/apt,2,7
Manhattan,40.7179,-73.98192,Private room,2,324
Brooklyn,40.63642,-73.89532,Private room,1,281
Brooklyn,40.70544,-73.91828,Private room,1,42
Brooklyn,40.68564,-73.98408,Entire home/apt,14,74
Manhattan,40.73227,-74.00949,Entire home/apt,7,302
Manhattan,40.75994,-73.98673,Entire home/apt,30,250
Queens,40.75236,-73.89172,Private room,3,177
Brooklyn,40.64811,-74.01366,Entire home/apt,30,101
Manhattan,40.82365,-73.93786,Entire home/apt,10,95
Manhattan,40.70533,-74.00923,Entire home/apt,29,353
Brooklyn,40.72554,-73.94781,Private room,14,21
Brooklyn,40.70841,-73.95497,Private room,2,254
Queens,40.76355,-73.79461,Private room,2,6
Bronx,40.85407,-73.83264,Entire home/apt,3,21
Queens,40.59642,-73.75606,Private room,6,313
Brooklyn,40.68743,-73.91048,Entire home/apt,3,51
Manhattan,40.73361,-73.98995,Private room,1,177
Manhattan,40.86648,-73.9263,Private room,7,323
Manhattan,40.79842,-73.96903,Entire home/apt,4,141
Manhattan,40.8357,-73.94234,Entire home/apt,1,335
Manhattan,40.8241,-73.94682,Private room,2,180
Brooklyn,40.71698,-73.95879,Private room,2,79
Manhattan,40.77809,-73.97962,Entire home/apt,7,55
Brooklyn,40.68691,-73.93294,Entire home/apt,28,268
Brooklyn,40.67063,-73.97826,Entire home/apt,3,65
Brooklyn,40.70898,-73.94116,Private room,2,4
Brooklyn,40.68253,-73.87457,Entire home/apt,5,43
Brooklyn,40.71922,-73.94258,Entire home/apt,2,311
Brooklyn,40.71278,-73.96471,Private room,3,278
Queens,40.76444,-73.87238,Private room,1,73
Brooklyn,40.67335,-73.91881,Entire home/apt,5,214
Manhattan,40.79626,-73.94429,Private room,2,179
Manhattan,40.71158,-73.98888,Shared room,14,341
Bronx,40.84937,-73.91328,Private room,3,329
Manhattan,40.76222,-73.9603,Entire home/apt,30,191
Brooklyn,40.64062,-73.94733,Entire home/apt,2,279
Brooklyn,40.67963,-73.97849,Entire home/apt,3,47
Manhattan,40.79892,-73.95139,Shared room,1,5
Brooklyn,40.64225,-73.96425,Entire home/apt,2,4
Brooklyn,40.6642,-73.99338,Entire home/apt,2,15
Brooklyn,40.73324,-73.95304,Entire home/apt,7,23
Manhattan,40.79328,-73.96817,Entire home/apt,31,347
Queens,40.68684,-73.79921,Entire home/apt,2,87
Brooklyn,40.63885,-74.01959,Entire home/apt,2,306
Manhattan,40.82545,-73.95295,Private room,3,8
Manhattan,40.80204,-73.95794,Private room,2,79
Manhattan,40.72838,-73.97943,Entire home/apt,2,58
Manhattan,40.77459,-73.95149,Private room,5,299
Manhattan,40.77702,-73.98052,Entire home/apt,2,16
Brooklyn,40.63379,-73.96246,Private room,53,90
Manhattan,40.71492,-74.01154,Entire home/apt,4,365
Brooklyn,40.71369,-73.93669,Private room,5,125
Manhattan,40.7904,-73.94785,Private room,2,1
Manhattan,40.76446,-73.99343,Entire home/apt,30,344
Manhattan,40.7228,-73.99799,Private room,2,129
Manhattan,40.74483,-73.99649,Private room,30,145
Brooklyn,40.68041,-73.95838,Entire home/apt,4,261
Manhattan,40.70424,-74.01564,Shared room,1,83
Brooklyn,40.73419,-73.95905,Private room,5,179
Manhattan,40.72946,-74.00318,Entire home/apt,30,229
Bronx,40.85615,-73.90077,Private room,3,126
Manhattan,40.80002,-73.9671,Entire home/apt,1,320
Brooklyn,40.64531,-73.99757,Private room,2,139
Brooklyn,40.68382,-73.95022,Private room,1,188
Brooklyn,40.67924,-73.98718,Entire home/apt,1,275
Brooklyn,40.71483,-73.96216,Private room,1,292
Brooklyn,40.68179,-73.95252,Private room,3,70
Manhattan,40.75114,-73.99843,Entire home/apt,8,39
Brooklyn,40.67767,-73.9602,Shared room,1,90
Queens,40.74753,-73.93918,Shared room,1,5
Manhattan,40.76176,-73.98981,Entire home/apt,4,134
Brooklyn,40.67792,-73.9484,Private room,1,249
Brooklyn,40.69232,-73.93864,Private room,3,109
Manhattan,40.72157,-73.99432,Entire home/apt,30,365
Manhattan,40.78672,-73.9488,Entire home/apt,30,341
Queens,40.76813,-73.84542,Entire home/apt,30,121
Brooklyn,40.70383,-73.94295,Private room,2,1
Manhattan,40.70741,-74.00656,Entire home/apt,29,322
Queens,40.58447,-73.81704,Entire home/apt,3,261
Queens,40.68205,-73.72581,Private room,1,90
Manhattan,40.79614,-73.94838,Entire home/apt,1,327
Manhattan,40.81024,-73.94154,Private room,4,119
Brooklyn,40.69834,-73.92755,Entire home/apt,1,281
Brooklyn,40.70945,-73.95491,Private room,3,147
Queens,40.76189,-73.77349,Entire home/apt,2,41
Brooklyn,40.64126,-73.90953,Private room,3,364
Brooklyn,40.65625,-73.9218,Private room,1,345
Queens,40.69742,-73.78541,Private room,1,363
Brooklyn,40.71433,-73.95679,Entire home/apt,7,230
Brooklyn,40.69158,-73.94329,Entire home/apt,1,213
Brooklyn,40.69473,-73.93437,Private room,2,316
Manhattan,40.77669,-73.9789,Entire home/apt,3,16
Brooklyn,40.67894,-74.0128,Private room,1,76
Manhattan,40.81312,-73.94273,Entire home/apt,3,175
Brooklyn,40.70447,-73.92589,Private room,4,363
Brooklyn,40.70755,-73.94892,Entire home/apt,30,314
Manhattan,40.7607,-73.9961,Entire home/apt,29,324
Brooklyn,40.67985,-73.96277,Entire home/apt,5,98
Manhattan,40.74493,-73.98484,Private room,5,74
Queens,40.76115,-73.88239,Entire home/apt,1,78
Queens,40.76623,-73.90911,Entire home/apt,2,283
Brooklyn,40.72587,-73.94138,Entire home/apt,30,338
Manhattan,40.80033,-73.94201,Shared room,2,109
Manhattan,40.74129,-73.98374,Entire home/apt,3,341
Brooklyn,40.71153,-73.94215,Private room,2,58
Manhattan,40.76345,-73.99298,Private room,3,47
Brooklyn,40.69418,-73.94447,Private room,2,4
Manhattan,40.73855,-74.00125,Entire home/apt,2,273
Manhattan,40.70711,-74.01044,Entire home/apt,2,242
Manhattan,40.75393,-73.97316,Entire home/apt,2,18
Queens,40.76207,-73.90852,Private room,5,145
Manhattan,40.70659,-74.01002,Entire home/apt,3,102
Manhattan,40.7275,-73.99168,Entire home/apt,2,70
Brooklyn,40.64902,-74.00897,Private room,5,282
Brooklyn,40.64699,-74.01404,Entire home/apt,2,90
Manhattan,40.71366,-73.98799,Private room,4,83
Queens,40.73792,-73.89201,Private room,1,177
Manhattan,40.7961,-73.963,Private room,1,188
Staten Island,40.59078,-74.07504,Entire home/apt,2,306
Manhattan,40.82732,-73.95112,Private room,3,44
Manhattan,40.79487,-73.93477,Private room,2,44
Brooklyn,40.72311,-73.9411,Private room,1,173
Brooklyn,40.68299,-73.99928,Private room,2,160
Manhattan,40.86755,-73.9287,Private room,2,141
Manhattan,40.71695,-73.99031,Entire home/apt,4,203
Manhattan,40.79371,-73.96708,Entire home/apt,30,250
Manhattan,40.7074,-74.00151,Entire home/apt,30,332
Manhattan,40.75183,-73.99633,Entire home/apt,30,167
Queens,40.7577,-73.91728,Private room,2,333
Manhattan,40.72839,-73.99133,Entire home/apt,1,179
Manhattan,40.76111,-73.99461,Entire home/apt,2,10
Queens,40.58773,-73.81367,Entire home/apt,1,129
Brooklyn,40.69572,-73.9293,Private room,2,83
Brooklyn,40.65028,-73.97771,Entire home/apt,3,82
Brooklyn,40.65291,-73.95285,Private room,2,17
Manhattan,40.73316,-74.00632,Entire home/apt,30,291
Manhattan,40.74204,-73.99899,Entire home/apt,3,106
Brooklyn,40.71255,-73.9405,Entire home/apt,2,2
Brooklyn,40.65616,-74.00091,Private room,4,261
Manhattan,40.86639,-73.92369,Entire home/apt,7,8
Brooklyn,40.64953,-74.00011,Private room,2,20
Queens,40.75466,-73.72924,Entire home/apt,5,143
Brooklyn,40.68727,-73.94736,Private room,1,1
Manhattan,40.78504,-73.97959,Private room,3,113
Manhattan,40.79837,-73.96061,Entire home/apt,4,275
Brooklyn,40.71673,-73.94948,Private room,2,95
Manhattan,40.80497,-73.95016,Entire home/apt,2,258
Manhattan,40.72163,-73.98715,Private room,2,2
Brooklyn,40.68688,-73.999,Private room,3,10
Brooklyn,40.68012,-73.94795,Entire home/apt,3,11
Brooklyn,40.68616,-73.97206,Entire home/apt,2,95
Manhattan,40.76866,-73.96562,Entire home/apt,30,13
Bronx,40.85324,-73.92143,Private room,1,363
Manhattan,40.72299,-73.97809,Shared room,2,1
Manhattan,40.76448,-73.98632,Private room,1,358
Brooklyn,40.67115,-73.91621,Private room,1,33
Brooklyn,40.64487,-73.97895,Private room,1,21
Brooklyn,40.69011,-73.96026,Private room,2,35
Brooklyn,40.67376,-73.99648,Entire home/apt,2,299
Manhattan,40.79176,-73.96717,Entire home/apt,30,3
Manhattan,40.83568,-73.94457,Private room,31,130
Staten Island,40.64596,-74.08059,Entire home/apt,4,147
Manhattan,40.72915,-73.98565,Entire home/apt,2,361
Queens,40.77138,-73.90895,Private room,1,30
Queens,40.68706,-73.8645,Private room,2,47
Manhattan,40.75856,-73.99569,Private room,1,271
Manhattan,40.75976,-73.98727,Private room,1,362
Brooklyn,40.66644,-73.94665,Entire home/apt,2,96
Manhattan,40.74779,-73.98859,Entire home/apt,4,314
Manhattan,40.8445,-73.9404,Private room,2,24
Brooklyn,40.67064,-73.9178,Private room,1,218
Brooklyn,40.68068,-73.97938,Entire home/apt,3,35
Manhattan,40.75988,-73.99123,Private room,1,316
Brooklyn,40.64047,-74.00842,Private room,1,273
Manhattan,40.76557,-73.9909,Private room,4,50
Brooklyn,40.68463,-73.92996,Private room,1,160
Staten Island,40.63536,-74.08537,Private room,2,360
Brooklyn,40.71412,-73.95895,Entire home/apt,30,67
Manhattan,40.76565,-73.98587,Entire home/apt,30,365
Manhattan,40.82258,-73.95368,Private room,4,102
Queens,40.74209,-73.92592,Private room,2,1
Brooklyn,40.64205,-73.98049,Private room,1,28
Manhattan,40.74945,-73.99511,Entire home/apt,31,165
Brooklyn,40.69298,-73.90685,Private room,5,17
Brooklyn,40.68974,-73.94283,Entire home/apt,2,232
Manhattan,40.73082,-73.98023,Entire home/apt,35,83
Brooklyn,40.60733,-73.95322,Entire home/apt,2,364
Manhattan,40.71878,-74.00491,Entire home/apt,5,73
Manhattan,40.76118,-73.98535,Entire home/apt,30,306
Queens,40.72717,-73.79055,Entire home/apt,1,42
Manhattan,40.82557,-73.94927,Private room,7,358
Queens,40.65861,-73.73672,Entire home/apt,1,36
Brooklyn,40.69238,-73.95724,Shared room,2,343
Manhattan,40.80021,-73.94142,Entire home/apt,4,233
Brooklyn,40.71144,-73.96795,Entire home/apt,3,32
Brooklyn,40.70699,-73.93221,Private room,2,274
Brooklyn,40.68782,-73.99111,Entire home/apt,7,224
Brooklyn,40.71671,-73.94592,Private room,28,315
Manhattan,40.75797,-73.97004,Entire home/apt,7,31
Manhattan,40.74135,-73.99507,Entire home/apt,2,39
Manhattan,40.76425,-73.99162,Private room,1,254
Manhattan,40.71862,-73.99677,Private room,5,67
Brooklyn,40.70357,-73.9474,Entire home/apt,4,321
Manhattan,40.82781,-73.94405,Private room,1,10
Manhattan,40.73106,-74.00301,Private room,1,156
Brooklyn,40.7069,-73.95467,Private room,17,362
Brooklyn,40.7173,-73.96159,Entire home/apt,1,326
Brooklyn,40.69132,-73.93866,Entire home/apt,2,10
Manhattan,40.73294,-73.98847,Entire home/apt,3,83
Queens,40.74546,-73.93341,Entire home/apt,4,298
Brooklyn,40.68786,-73.98811,Entire home/apt,5,8
Manhattan,40.74294,-73.98009,Entire home/apt,5,260
Brooklyn,40.71842,-73.94467,Private room,5,25
Brooklyn,40.64222,-73.95067,Entire home/apt,4,241
Manhattan,40.76666,-73.98156,Entire home/apt,30,362
Brooklyn,40.65625,-74.0038,Private room,2,311
Manhattan,40.80399,-73.95402,Entire home/apt,4,7
Manhattan,40.86713,-73.92811,Private room,2,132
Queens,40.72417,-73.76053,Private room,1,349
Queens,40.75619,-73.92546,Private room,60,83
Manhattan,40.74039,-74.00356,Entire home/apt,7,358
Brooklyn,40.69316,-73.90445,Private room,2,348
Staten Island,40.54106,-74.14666,Entire home/apt,5,291
Brooklyn,40.70851,-73.95443,Private room,4,66
Manhattan,40.85268,-73.92716,Entire home/apt,1,2
Brooklyn,40.67427,-73.94826,Private room,1,89
Queens,40.71089,-73.85384,Entire home/apt,4,273
Brooklyn,40.68252,-73.99089,Entire home/apt,30,181
Brooklyn,40.68591,-73.93424,Entire home/apt,2,123
Queens,40.73748,-73.92894,Private room,7,337
Manhattan,40.75235,-73.96781,Entire home/apt,30,315
Brooklyn,40.67862,-73.98561,Entire home/apt,1,363
Brooklyn,40.63573,-74.00552,Private room,1,350
Brooklyn,40.68419,-73.92217,Entire home/apt,2,35
Manhattan,40.73328,-73.98241,Entire home/apt,8,8
Brooklyn,40.69722,-73.98467,Private room,1,16
Manhattan,40.77169,-73.99117,Shared room,3,76
Queens,40.70833,-73.91039,Private room,3,342
Queens,40.75899,-73.82245,Entire home/apt,30,281
Brooklyn,40.67756,-73.94775,Entire home/apt,3,266
Manhattan,40.70714,-74.01233,Entire home/apt,2,286
Manhattan,40.76655,-73.9891,Entire home/apt,1,50
Brooklyn,40.70955,-73.95678,Entire home/apt,1,35
Brooklyn,40.67428,-73.91986,Private room,1,73
Manhattan,40.74574,-73.99633,Entire home/apt,2,10
Brooklyn,40.66818,-73.95529,Entire home/apt,2,89
Queens,40.74454,-73.8592,Private room,1,66
Manhattan,40.80999,-73.93946,Entire home/apt,3,85
Manhattan,40.75565,-73.9634,Entire home/apt,30,365
Manhattan,40.78126,-73.94655,Entire home/apt,30,311
Manhattan,40.79829,-73.97266,Entire home/apt,30,1
Manhattan,40.70766,-74.01074,Entire home/apt,2,333
Brooklyn,40.68265,-73.96631,Entire home/apt,5,92
Brooklyn,40.65068,-73.96073,Private room,1,37
Queens,40.71024,-73.72928,Entire home/apt,2,123
Manhattan,40.76054,-73.98508,Entire home/apt,30,363
Manhattan,40.7598,-73.98537,Entire home/apt,30,148
Manhattan,40.80778,-73.94561,Entire home/apt,1,139
Manhattan,40.79444,-73.96613,Entire home/apt,6,200
Brooklyn,40.67765,-73.89327,Entire home/apt,3,294
Brooklyn,40.67262,-73.87391,Private room,1,179
Manhattan,40.83419,-73.94638,Entire home/apt,3,214
Manhattan,40.75573,-73.96835,Entire home/apt,30,188
Manhattan,40.71457,-73.9958,Private room,1,91
Brooklyn,40.66803,-73.97869,Entire home/apt,4,16
Queens,40.65644,-73.72817,Entire home/apt,1,116
Manhattan,40.80766,-73.94342,Entire home/apt,6,72
Brooklyn,40.66221,-73.99743,Private room,2,20
Brooklyn,40.69887,-73.9227,Private room,20,93
Brooklyn,40.64101,-74.01049,Private room,2,222
Brooklyn,40.6775,-73.96509,Entire home/apt,28,315
Manhattan,40.76125,-73.99546,Entire home/apt,30,187
Manhattan,40.80193,-73.93866,Private room,2,97
Manhattan,40.82252,-73.94597,Entire home/apt,4,6
Brooklyn,40.66226,-73.94855,Private room,2,321
Brooklyn,40.69874,-73.92496,Private room,3,51
Staten Island,40.63291,-74.11777,Private room,2,188
Queens,40.76314,-73.83,Private room,1,84
Manhattan,40.80189,-73.96962,Private room,1,157
Brooklyn,40.67288,-73.95444,Entire home/apt,30,292
Manhattan,40.81367,-73.93809,Private room,1,334
Manhattan,40.73804,-73.98178,Entire home/apt,5,65
Brooklyn,40.68695,-73.94858,Entire home/apt,2,328
Brooklyn,40.6865,-73.9729,Shared room,2,31
Queens,40.72133,-73.83928,Private room,2,235
Queens,40.75809,-73.91271,Private room,2,330
Manhattan,40.81864,-73.94108,Private room,4,212
Manhattan,40.80879,-73.94174,Entire home/apt,7,14
Manhattan,40.75106,-73.99792,Entire home/apt,2,129
Manhattan,40.78707,-73.95121,Entire home/apt,2,94
Bronx,40.85362,-73.82949,Shared room,1,364
Brooklyn,40.68571,-73.93868,Entire home/apt,3,314
Manhattan,40.74819,-73.97201,Entire home/apt,6,341
Brooklyn,40.71558,-73.94355,Entire home/apt,2,171
Manhattan,40.70748,-74.01476,Entire home/apt,30,365
Brooklyn,40.67173,-73.98968,Private room,1,98
Manhattan,40.7717,-73.96116,Entire home/apt,30,347
Manhattan,40.71418,-73.99208,Entire home/apt,3,63
Brooklyn,40.72845,-73.94477,Entire home/apt,3,71
Brooklyn,40.65504,-73.96113,Private room,3,50
Brooklyn,40.73443,-73.95678,Private room,7,47
Manhattan,40.7059,-74.00604,Private room,1,290
Brooklyn,40.71649,-73.96166,Entire home/apt,1,110
Queens,40.68985,-73.75265,Private room,4,189
Brooklyn,40.68063,-73.91689,Private room,1,75
Manhattan,40.75988,-73.95097,Entire home/apt,2,300
Manhattan,40.77511,-73.99005,Entire home/apt,2,2
Manhattan,40.70649,-74.01217,Entire home/apt,2,260
Brooklyn,40.65552,-73.97493,Entire home/apt,1,127
Brooklyn,40.64372,-74.00656,Entire home/apt,3,320
Manhattan,40.80737,-73.95732,Private room,2,24
Brooklyn,40.63025,-73.96555,Entire home/apt,28,4
Manhattan,40.75347,-73.98567,Entire home/apt,2,235
Brooklyn,40.68888,-73.91911,Private room,5,223
Queens,40.75214,-73.8584,Private room,4,95
Brooklyn,40.68251,-73.98486,Entire home/apt,2,25
Queens,40.71785,-73.82066,Private room,2,178
Brooklyn,40.67793,-73.96577,Private room,4,188
Brooklyn,40.68174,-74.00483,Entire home/apt,5,5
Bronx,40.85374,-73.86416,Entire home/apt,1,96
Manhattan,40.70671,-74.00471,Entire home/apt,29,333
Manhattan,40.71727,-73.98634,Entire home/apt,1,36
Brooklyn,40.68414,-73.93538,Entire home/apt,6,252
Brooklyn,40.70845,-73.9402,Private room,3,42
Queens,40.76121,-73.92341,Private room,2,67
Brooklyn,40.71427,-73.94671,Entire home/apt,3,151
Brooklyn,40.69293,-73.90537,Entire home/apt,1,35
Staten Island,40.59972,-74.07701,Private room,1,360
Brooklyn,40.64162,-73.90891,Private room,3,364
Manhattan,40.7189,-73.99177,Entire home/apt,4,72
Brooklyn,40.73278,-73.95368,Private room,1,180
Manhattan,40.76544,-73.98651,Entire home/apt,30,311
Manhattan,40.79966,-73.9539,Entire home/apt,3,126
Manhattan,40.74469,-73.98037,Entire home/apt,2,10
Brooklyn,40.68589,-73.93057,Private room,30,358
Manhattan,40.74966,-73.97601,Entire home/apt,30,180
Queens,40.73888,-73.86618,Shared room,2,352
Manhattan,40.73495,-74.00033,Entire home/apt,30,364
Queens,40.76903,-73.91895,Private room,1,173
Manhattan,40.79416,-73.93984,Private room,7,121
Brooklyn,40.6009,-73.98216,Entire home/apt,7,42
Manhattan,40.82153,-73.95458,Private room,5,11
Manhattan,40.77123,-73.98782,Entire home/apt,7,24
Bronx,40.86566,-73.88748,Private room,2,77
Brooklyn,40.6463,-73.99953,Private room,13,34
Brooklyn,40.73109,-73.95267,Entire home/apt,3,43
Manhattan,40.84232,-73.93772,Private room,2,26
Manhattan,40.72939,-73.98857,Entire home/apt,2,201
Queens,40.77075,-73.91018,Private room,7,309
Brooklyn,40.67151,-73.91733,Private room,2,162
Manhattan,40.82159,-73.95013,Private room,2,154
Brooklyn,40.62189,-73.96171,Private room,2,67
Brooklyn,40.68474,-73.97959,Entire home/apt,3,7
Brooklyn,40.70476,-73.92309,Entire home/apt,3,5
Brooklyn,40.66547,-73.8891,Private room,1,64
Bronx,40.83288,-73.91834,Private room,1,188
Manhattan,40.77057,-73.95759,Entire home/apt,30,344
Staten Island,40.58639,-74.08943,Private room,2,86
Manhattan,40.8041,-73.95252,Private room,1,68
Queens,40.7348,-73.86906,Entire home/apt,2,157
Brooklyn,40.72294,-73.94902,Private room,5,310
Queens,40.68432,-73.85862,Private room,1,129
Manhattan,40.73669,-74.001,Entire home/apt,2,28
Brooklyn,40.67507,-73.98093,Entire home/apt,3,266
Brooklyn,40.6902,-73.91515,Private room,1,9
Brooklyn,40.68559,-74.0011,Entire home/apt,3,106
Queens,40.75596,-73.92144,Private room,15,148
Bronx,40.83555,-73.8757,Private room,3,119
Staten Island,40.63482,-74.095,Entire home/apt,2,247
Brooklyn,40.69836,-73.93521,Entire home/apt,1,293
Bronx,40.88179,-73.83455,Private room,2,365
Manhattan,40.76149,-73.98633,Entire home/apt,29,346
Manhattan,40.75622,-73.99683,Private room,1,175
Queens,40.76986,-73.80515,Private room,1,168
Manhattan,40.76812,-73.95403,Private room,1,258
Manhattan,40.74517,-73.98924,Private room,30,363
Brooklyn,40.67959,-73.89209,Private room,1,210
Brooklyn,40.68398,-73.94515,Private room,90,365
Manhattan,40.75271,-73.96575,Entire home/apt,28,257
Queens,40.77069,-73.87286,Private room,1,171
Brooklyn,40.69167,-73.96927,Entire home/apt,2,43
Brooklyn,40.68271,-73.94295,Entire home/apt,2,294
Manhattan,40.7605,-73.96053,Entire home/apt,30,253
Bronx,40.89691,-73.85121,Entire home/apt,21,343
Manhattan,40.79345,-73.93977,Entire home/apt,3,63
Brooklyn,40.68155,-73.98947,Private room,30,365
Brooklyn,40.67904,-73.97289,Private room,13,24
Brooklyn,40.64918,-74.00756,Entire home/apt,7,66
Manhattan,40.75724,-73.96384,Entire home/apt,30,280
Brooklyn,40.67578,-73.99814,Entire home/apt,2,73
Manhattan,40.75913,-73.96487,Entire home/apt,30,246
Queens,40.76677,-73.92408,Private room,30,238
Manhattan,40.70939,-74.00121,Entire home/apt,2,294
Brooklyn,40.68963,-73.99259,Entire home/apt,1,4
Queens,40.71064,-73.84614,Private room,14,19
Manhattan,40.74344,-74.00747,Entire home/apt,3,177
Queens,40.7581,-73.91975,Entire home/apt,2,115
Manhattan,40.7868,-73.94269,Private room,1,76
Manhattan,40.76287,-73.9957,Entire home/apt,3,31
Queens,40.77677,-73.9106,Entire home/apt,3,12
Brooklyn,40.69373,-73.95041,Private room,30,348
Brooklyn,40.69329,-73.95069,Private room,3,10
Manhattan,40.74439,-73.98125,Entire home/apt,29,139
